Title,Artist,Year,ImageURL,Styles,Genres,Media,Dimensions,Description,PaintingURL,image_urls,images
Breton church,Emily Carr,1906,https://uploads8.wikiart.org/images/emily-carr/breton-church-1906.jpg,Post-Impressionism,genre painting,,,,https://www.wikiart.org/en/emily-carr/breton-church-1906,https://uploads8.wikiart.org/images/emily-carr/breton-church-1906.jpg,"[{'url': 'https://uploads8.wikiart.org/images/emily-carr/breton-church-1906.jpg', 'path': 'full/be9e39d5eca16c42a9edabd1fa79ab634a60b418.jpg', 'checksum': '3c520ccab05e0165f67cc459bae07945', 'status': 'downloaded'}]"
"Tsatsisnukomi, B.C.",Emily Carr,1912,https://uploads3.wikiart.org/images/emily-carr/tsatsisnukomi-b-c-1912.jpg,Post-Impressionism,figurative,,,,https://www.wikiart.org/en/emily-carr/tsatsisnukomi-b-c-1912,https://uploads3.wikiart.org/images/emily-carr/tsatsisnukomi-b-c-1912.jpg,"[{'url': 'https://uploads3.wikiart.org/images/emily-carr/tsatsisnukomi-b-c-1912.jpg', 'path': 'full/9cf81730349ee12466f116da21283b8c3d4a24a2.jpg', 'checksum': '4544f9fca6f972deb822b58b3367fa9a', 'status': 'downloaded'}]"
Indian War Canoe (Alert Bay),Emily Carr,1912,https://uploads3.wikiart.org/images/emily-carr/indian-war-canoe-alert-bay-1912.jpg,Post-Impressionism,landscape,,,,https://www.wikiart.org/en/emily-carr/indian-war-canoe-alert-bay-1912,https://uploads3.wikiart.org/images/emily-carr/indian-war-canoe-alert-bay-1912.jpg,"[{'url': 'https://uploads3.wikiart.org/images/emily-carr/indian-war-canoe-alert-bay-1912.jpg', 'path': 'full/8a8cbc2901b92340fc496952aec2b5305188f037.jpg', 'checksum': '46d4778b436b0e1b488e71fe414908cd', 'status': 'downloaded'}]"
Totem Walk at Sitka,Emily Carr,1907,https://uploads6.wikiart.org/images/emily-carr/totem-walk-at-sitka-1907.jpg!Large.jpg,Post-Impressionism,landscape,,,,https://www.wikiart.org/en/emily-carr/totem-walk-at-sitka-1907,https://uploads6.wikiart.org/images/emily-carr/totem-walk-at-sitka-1907.jpg!Large.jpg,"[{'url': 'https://uploads6.wikiart.org/images/emily-carr/totem-walk-at-sitka-1907.jpg!Large.jpg', 'path': 'full/e16436efd0cd183ba643677e793d6f1ae35bda1a.jpg', 'checksum': '72adb39f91c679640bca7b03bd15b90d', 'status': 'downloaded'}]"
"Gitwangak, Queen Charlotte Islands",Emily Carr,1912,https://uploads1.wikiart.org/images/emily-carr/gitwangak-queen-charlotte-islands-1912.jpg,Post-Impressionism,landscape,,,,https://www.wikiart.org/en/emily-carr/gitwangak-queen-charlotte-islands-1912,https://uploads1.wikiart.org/images/emily-carr/gitwangak-queen-charlotte-islands-1912.jpg,"[{'url': 'https://uploads1.wikiart.org/images/emily-carr/gitwangak-queen-charlotte-islands-1912.jpg', 'path': 'full/0721518d97f63e9ca953efd2002fc8d3467993b9.jpg', 'checksum': '1e611b2cf4916df00ce8f03870fe729c', 'status': 'downloaded'}]"
Kitwancool,Emily Carr,1928,https://uploads6.wikiart.org/images/emily-carr/kitwancool-1928.jpg!Large.jpg,Post-Impressionism,landscape,,,,https://www.wikiart.org/en/emily-carr/kitwancool-1928,https://uploads6.wikiart.org/images/emily-carr/kitwancool-1928.jpg!Large.jpg,"[{'url': 'https://uploads6.wikiart.org/images/emily-carr/kitwancool-1928.jpg!Large.jpg', 'path': 'full/e3ae6880e878cfcdeb5bf69f620b1b5c69b0aab6.jpg', 'checksum': 'ae93fdbf3714120e17b2b4784c50a1fb', 'status': 'downloaded'}]"
Self-portrait with a bouquet of flowers,Oleksa Novakivskyi,,https://uploads1.wikiart.org/00292/images/oleksa-novakivskiy/1933-1.jpg!Large.jpg,Post-Impressionism; Art Nouveau (Modern),self-portrait,oil,,,https://www.wikiart.org/en/oleksa-novakivskiy/avtoportret-z-buketom-kvitiv-1933,https://uploads1.wikiart.org/00292/images/oleksa-novakivskiy/1933-1.jpg!Large.jpg,"[{'url': 'https://uploads1.wikiart.org/00292/images/oleksa-novakivskiy/1933-1.jpg!Large.jpg', 'path': 'full/eb6b741d99c4ccdfbbb86b9bbefa81359296c1f9.jpg', 'checksum': '21f0ce6ff2b88d199b805b695d7b52fb', 'status': 'downloaded'}]"
Leda,Oleksa Novakivskyi,,https://uploads6.wikiart.org/00318/images/oleksa-novakivskiy/oleksa-novakivsky-28.jpg,Post-Impressionism; Art Nouveau (Modern),mythological painting,,,,https://www.wikiart.org/en/oleksa-novakivskiy/leda,https://uploads6.wikiart.org/00318/images/oleksa-novakivskiy/oleksa-novakivsky-28.jpg,"[{'url': 'https://uploads6.wikiart.org/00318/images/oleksa-novakivskiy/oleksa-novakivsky-28.jpg', 'path': 'full/2e09dc408c51a88498bd93d05f29b742b75bed3f.jpg', 'checksum': 'b52872f7ca39109442f78ad30b149f4b', 'status': 'downloaded'}]"
Portrait of Sylvester Golubovsky,Oleksa Novakivskyi,,https://uploads8.wikiart.org/00291/images/oleksa-novakivskiy/06-1.jpg!Large.jpg,Post-Impressionism,portrait,oil,,,https://www.wikiart.org/en/oleksa-novakivskiy/portret-silvestra-golubovskogo-1933,https://uploads8.wikiart.org/00291/images/oleksa-novakivskiy/06-1.jpg!Large.jpg,"[{'url': 'https://uploads8.wikiart.org/00291/images/oleksa-novakivskiy/06-1.jpg!Large.jpg', 'path': 'full/ce84e6ba2ebc49857be0d872c134d5a328b6a91f.jpg', 'checksum': '1ba59e2470c91b97d12bd06ea905e663', 'status': 'downloaded'}]"
Portrait of Dmytro Levitsky,Oleksa Novakivskyi,1933,https://uploads2.wikiart.org/00292/images/oleksa-novakivskiy/novak01.jpg!Large.jpg,Post-Impressionism; Art Nouveau (Modern),portrait,,,,https://www.wikiart.org/en/oleksa-novakivskiy/portret-dmitra-levitskogo-1933,https://uploads2.wikiart.org/00292/images/oleksa-novakivskiy/novak01.jpg!Large.jpg,"[{'url': 'https://uploads2.wikiart.org/00292/images/oleksa-novakivskiy/novak01.jpg!Large.jpg', 'path': 'full/4186a03e5f17be1bc7f0793087043c53812342d8.jpg', 'checksum': '8ed461cb78353087a7f52cc0cf3b1eb8', 'status': 'downloaded'}]"
Self Portrait with Saint George Cathedral,Oleksa Novakivskyi,1933,https://uploads5.wikiart.org/00318/images/oleksa-novakivskiy/self-portrait-with-saint-george-cathedral-1933.jpg,Post-Impressionism,landscape; self-portrait,,,,https://www.wikiart.org/en/oleksa-novakivskiy/self-portrait-with-saint-george-cathedral-1933,https://uploads5.wikiart.org/00318/images/oleksa-novakivskiy/self-portrait-with-saint-george-cathedral-1933.jpg,"[{'url': 'https://uploads5.wikiart.org/00318/images/oleksa-novakivskiy/self-portrait-with-saint-george-cathedral-1933.jpg', 'path': 'full/6290822e4712e6aeb48026b997cac66e6170ff41.jpg', 'checksum': '10649de52865e097c82c84871f25c122', 'status': 'downloaded'}]"
Saint George Cathedral,Oleksa Novakivskyi,1932,https://uploads6.wikiart.org/00318/images/oleksa-novakivskiy/oleksa-novakivsky-17.jpg,Post-Impressionism,landscape,,,,https://www.wikiart.org/en/oleksa-novakivskiy/saint-george-cathedral-1932,https://uploads6.wikiart.org/00318/images/oleksa-novakivskiy/oleksa-novakivsky-17.jpg,"[{'url': 'https://uploads6.wikiart.org/00318/images/oleksa-novakivskiy/oleksa-novakivsky-17.jpg', 'path': 'full/f4772132f2c4a685217960ddc3457b1b4065556e.jpg', 'checksum': 'c91e758f9aa259eeaa585f99ee351cad', 'status': 'downloaded'}]"
Cathedral of St. George,Oleksa Novakivskyi,,https://uploads6.wikiart.org/00292/images/oleksa-novakivskiy/art-lviv-online-oleksa-novakivskij-sobor-sv-jura.jpg,Post-Impressionism,landscape,oil,,,https://www.wikiart.org/en/oleksa-novakivskiy/sobor-svyatogo-yura,https://uploads6.wikiart.org/00292/images/oleksa-novakivskiy/art-lviv-online-oleksa-novakivskij-sobor-sv-jura.jpg,"[{'url': 'https://uploads6.wikiart.org/00292/images/oleksa-novakivskiy/art-lviv-online-oleksa-novakivskij-sobor-sv-jura.jpg', 'path': 'full/f8d287b8b635ba2005d88cb524e7d954f8afab2d.jpg', 'checksum': '6e6eef9d8d20756e82b5902b4d39d1eb', 'status': 'downloaded'}]"
Flowers,Oleksa Novakivskyi,,https://uploads6.wikiart.org/00292/images/oleksa-novakivskiy/849816cd17b2.jpg,Post-Impressionism,flower painting,oil,,,https://www.wikiart.org/en/oleksa-novakivskiy/kviti-1931,https://uploads6.wikiart.org/00292/images/oleksa-novakivskiy/849816cd17b2.jpg,"[{'url': 'https://uploads6.wikiart.org/00292/images/oleksa-novakivskiy/849816cd17b2.jpg', 'path': 'full/3ed4501ee79d6e1d25ec23e9c9f0431588fc2ff4.jpg', 'checksum': '2b605659a61e3077f58de78c5bd94d46', 'status': 'downloaded'}]"
Portrait of Halyna Holubovska,Oleksa Novakivskyi,,https://uploads6.wikiart.org/00291/images/oleksa-novakivskiy/11.jpg!Large.jpg,Post-Impressionism; Art Nouveau (Modern),portrait,oil,,,https://www.wikiart.org/en/oleksa-novakivskiy/portret-galini-golubovskoyi-1930,https://uploads6.wikiart.org/00291/images/oleksa-novakivskiy/11.jpg!Large.jpg,"[{'url': 'https://uploads6.wikiart.org/00291/images/oleksa-novakivskiy/11.jpg!Large.jpg', 'path': 'full/96ce9b626715e78918584f36fcaf1f3ce0cecfca.jpg', 'checksum': '827b353a9c111ffc0448ad426a5d2630', 'status': 'downloaded'}]"
Mount Gregit,Oleksa Novakivskyi,,https://uploads6.wikiart.org/00292/images/oleksa-novakivskiy/35226946-1950951724915603-8629604932875452416-o.jpg!Large.jpg,Post-Impressionism; Expressionism,landscape,oil,,,https://www.wikiart.org/en/oleksa-novakivskiy/gora-gregit-1931,https://uploads6.wikiart.org/00292/images/oleksa-novakivskiy/35226946-1950951724915603-8629604932875452416-o.jpg!Large.jpg,"[{'url': 'https://uploads6.wikiart.org/00292/images/oleksa-novakivskiy/35226946-1950951724915603-8629604932875452416-o.jpg!Large.jpg', 'path': 'full/bd0786bedb6e1da9d3f49629b1bd09d66024215d.jpg', 'checksum': '1c250d2041729be4110ec6544530f671', 'status': 'downloaded'}]"
"Dovbush, the ruler of the mountains",Oleksa Novakivskyi,,https://uploads3.wikiart.org/00292/images/oleksa-novakivskiy/oleksa-dovbush-vlastelin-gor-1931-g.jpg!Large.jpg,Post-Impressionism; Art Nouveau (Modern),portrait,oil,,,https://www.wikiart.org/en/oleksa-novakivskiy/dovbush-volodar-gir-1931,https://uploads3.wikiart.org/00292/images/oleksa-novakivskiy/oleksa-dovbush-vlastelin-gor-1931-g.jpg!Large.jpg,"[{'url': 'https://uploads3.wikiart.org/00292/images/oleksa-novakivskiy/oleksa-dovbush-vlastelin-gor-1931-g.jpg!Large.jpg', 'path': 'full/9f6c20a684eb12edad83c5233e33068dfecfc4ff.jpg', 'checksum': '00089a2bc365d604584351cf5884e80d', 'status': 'downloaded'}]"
Self-portrait,Oleksa Novakivskyi,1935,https://uploads0.wikiart.org/00291/images/oleksa-novakivskiy/5edabacfedc2c9179c7a6a32.jpg,Post-Impressionism,self-portrait,oil,,,https://www.wikiart.org/en/oleksa-novakivskiy/avtoportret-1935,https://uploads0.wikiart.org/00291/images/oleksa-novakivskiy/5edabacfedc2c9179c7a6a32.jpg,"[{'url': 'https://uploads0.wikiart.org/00291/images/oleksa-novakivskiy/5edabacfedc2c9179c7a6a32.jpg', 'path': 'full/219add81ac3265ad0964757a4e239356b648e2c7.jpg', 'checksum': 'aa075054d247098a1167a931e734ef02', 'status': 'downloaded'}]"
Early Spring in the Mountains,Oleksa Novakivskyi,1930,https://uploads3.wikiart.org/00318/images/oleksa-novakivskiy/novakivskyspring.jpg!Large.jpg,Post-Impressionism,landscape,,,,https://www.wikiart.org/en/oleksa-novakivskiy/early-spring-in-the-mountains-1930,https://uploads3.wikiart.org/00318/images/oleksa-novakivskiy/novakivskyspring.jpg!Large.jpg,"[{'url': 'https://uploads3.wikiart.org/00318/images/oleksa-novakivskiy/novakivskyspring.jpg!Large.jpg', 'path': 'full/fc7eae48280849c04d36a19f3c36ec87171a3c71.jpg', 'checksum': '6f10e38d1ba5f310b07404a990b54132', 'status': 'downloaded'}]"
"Thunder Bird, Campbell River",Emily Carr,,https://uploads4.wikiart.org/images/emily-carr/thunder-bird-campbell-river-1929.jpg,Post-Impressionism; Art Nouveau (Modern),landscape; figurative,,,,https://www.wikiart.org/en/emily-carr/thunder-bird-campbell-river-1929,https://uploads4.wikiart.org/images/emily-carr/thunder-bird-campbell-river-1929.jpg,"[{'url': 'https://uploads4.wikiart.org/images/emily-carr/thunder-bird-campbell-river-1929.jpg', 'path': 'full/ecff087e7f5c7d1845cbdb3172e1fe0f90cc5f25.jpg', 'checksum': '075600d07be0f357eb3e982ee88a90a8', 'status': 'downloaded'}]"
Music. Wife at the Piano,Oleksa Novakivskyi,1929,https://uploads6.wikiart.org/00318/images/oleksa-novakivskiy/oleksa-novakivsky-20.jpg,Post-Impressionism; Art Nouveau (Modern),genre painting,,,,https://www.wikiart.org/en/oleksa-novakivskiy/music-wife-at-the-piano-1929,https://uploads6.wikiart.org/00318/images/oleksa-novakivskiy/oleksa-novakivsky-20.jpg,"[{'url': 'https://uploads6.wikiart.org/00318/images/oleksa-novakivskiy/oleksa-novakivsky-20.jpg', 'path': 'full/fddb42f9d8170ec76ba01a160a2f8d61cbcd9a99.jpg', 'checksum': 'e38e49753adb8e8cbff883135437d1ee', 'status': 'downloaded'}]"
"Portrait of the Artist's Son, Yaroslav",Oleksa Novakivskyi,1930,https://uploads6.wikiart.org/00318/images/oleksa-novakivskiy/oleksa-novakivsky-13.jpg,Post-Impressionism; Art Nouveau (Modern),portrait,,,,https://www.wikiart.org/en/oleksa-novakivskiy/portrait-of-the-artists-son-yaroslav-1930,https://uploads6.wikiart.org/00318/images/oleksa-novakivskiy/oleksa-novakivsky-13.jpg,"[{'url': 'https://uploads6.wikiart.org/00318/images/oleksa-novakivskiy/oleksa-novakivsky-13.jpg', 'path': 'full/4849d16b5ccf416dd1b7363e1921f7f87870923a.jpg', 'checksum': '4c485fe288212e69aaf570d8fac79bc8', 'status': 'downloaded'}]"
A Revolutionary,Oleksa Novakivskyi,1924,https://uploads6.wikiart.org/00318/images/oleksa-novakivskiy/oleksa-novakivsky-11.jpg,Post-Impressionism; Art Nouveau (Modern),portrait,,,,https://www.wikiart.org/en/oleksa-novakivskiy/a-revolutionary-1924,https://uploads6.wikiart.org/00318/images/oleksa-novakivskiy/oleksa-novakivsky-11.jpg,"[{'url': 'https://uploads6.wikiart.org/00318/images/oleksa-novakivskiy/oleksa-novakivsky-11.jpg', 'path': 'full/f0cd385918384469026297ebc4552c771bb0dc93.jpg', 'checksum': 'f023987d7004c5b45c69116b959fbf8a', 'status': 'downloaded'}]"
Portrait of I. Korovets,Oleksa Novakivskyi,1931,https://uploads6.wikiart.org/00318/images/oleksa-novakivskiy/oleksa-novakivsky-25.jpg,Post-Impressionism; Art Nouveau (Modern),portrait,,,,https://www.wikiart.org/en/oleksa-novakivskiy/portrait-of-i-korovets-1931,https://uploads6.wikiart.org/00318/images/oleksa-novakivskiy/oleksa-novakivsky-25.jpg,"[{'url': 'https://uploads6.wikiart.org/00318/images/oleksa-novakivskiy/oleksa-novakivsky-25.jpg', 'path': 'full/8576e7196ba4bc3cba5b5d2b43a7e6c7caeaa255.jpg', 'checksum': 'd3448963d20994eca007cc5714beeb2a', 'status': 'downloaded'}]"
Modern Leda,Oleksa Novakivskyi,1929,https://uploads2.wikiart.org/00318/images/oleksa-novakivskiy/modern-leda-1929.jpg,Post-Impressionism; Art Nouveau (Modern),mythological painting,,,,https://www.wikiart.org/en/oleksa-novakivskiy/modern-leda-1929,https://uploads2.wikiart.org/00318/images/oleksa-novakivskiy/modern-leda-1929.jpg,"[{'url': 'https://uploads2.wikiart.org/00318/images/oleksa-novakivskiy/modern-leda-1929.jpg', 'path': 'full/c7266137f76bc4ac3118704bde30de295c010ca0.jpg', 'checksum': '751b9b04e3599a9dff668ccd0905f3b7', 'status': 'downloaded'}]"
The Cathedral of Saint George. A Poem of the World War,Oleksa Novakivskyi,1922,https://uploads4.wikiart.org/00318/images/oleksa-novakivskiy/the-cathedral-of-saint-george-a-poem-of-the-world-war-1916-1922.jpg,Post-Impressionism; Art Nouveau (Modern),landscape,,,,https://www.wikiart.org/en/oleksa-novakivskiy/the-cathedral-of-saint-george-a-poem-of-the-world-war-1922,https://uploads4.wikiart.org/00318/images/oleksa-novakivskiy/the-cathedral-of-saint-george-a-poem-of-the-world-war-1916-1922.jpg,"[{'url': 'https://uploads4.wikiart.org/00318/images/oleksa-novakivskiy/the-cathedral-of-saint-george-a-poem-of-the-world-war-1916-1922.jpg', 'path': 'full/b9146fa202f4f3f3ea37b8de38eda8ac34c607e1.jpg', 'checksum': 'c85281d407b7acc5324100220c48eb1c', 'status': 'downloaded'}]"
At a Stream. Poet Sitting on Stones,Oleksa Novakivskyi,1921,https://uploads7.wikiart.org/00318/images/oleksa-novakivskiy/at-a-stream-poet-sitting-on-stones-1921.jpg,Post-Impressionism; Art Nouveau (Modern),genre painting,,,,https://www.wikiart.org/en/oleksa-novakivskiy/at-a-stream-poet-sitting-on-stones-1921,https://uploads7.wikiart.org/00318/images/oleksa-novakivskiy/at-a-stream-poet-sitting-on-stones-1921.jpg,"[{'url': 'https://uploads7.wikiart.org/00318/images/oleksa-novakivskiy/at-a-stream-poet-sitting-on-stones-1921.jpg', 'path': 'full/adbf169ffa041772a74b50c230c7998eefff602b.jpg', 'checksum': 'f79fb49b75fb03883104bd9a3382c8d8', 'status': 'downloaded'}]"
Dzvinka,Oleksa Novakivskyi,1931,https://uploads6.wikiart.org/00318/images/oleksa-novakivskiy/oleksa-novakivsky-23.jpg,Post-Impressionism; Art Nouveau (Modern),portrait,,,,https://www.wikiart.org/en/oleksa-novakivskiy/dzvinka-1931,https://uploads6.wikiart.org/00318/images/oleksa-novakivskiy/oleksa-novakivsky-23.jpg,"[{'url': 'https://uploads6.wikiart.org/00318/images/oleksa-novakivskiy/oleksa-novakivsky-23.jpg', 'path': 'full/50fcf7be0d26d50e5a11f8b7afd9491bc2254eed.jpg', 'checksum': 'fcec70b9d4d8116e0d6ff7e40b6fd892', 'status': 'downloaded'}]"
Angel of Death,Oleksa Novakivskyi,,https://uploads0.wikiart.org/00292/images/oleksa-novakivskiy/012-1.jpg!Large.jpg,Post-Impressionism; Art Nouveau (Modern),religious painting,oil,,,https://www.wikiart.org/en/oleksa-novakivskiy/angel-smerti-1923,https://uploads0.wikiart.org/00292/images/oleksa-novakivskiy/012-1.jpg!Large.jpg,"[{'url': 'https://uploads0.wikiart.org/00292/images/oleksa-novakivskiy/012-1.jpg!Large.jpg', 'path': 'full/8d296b6bce9e266fbdc5b6cb6a3627d5e2a99e6c.jpg', 'checksum': 'b978de4034f547e5d238eaee08353480', 'status': 'downloaded'}]"
Bohdan Khmelnytsky Enters Kyiv,Oleksa Novakivskyi,1920,https://uploads6.wikiart.org/00318/images/oleksa-novakivskiy/oleksa-novakivsky-06.jpg,Post-Impressionism,history painting,,,,https://www.wikiart.org/en/oleksa-novakivskiy/bohdan-khmelnytsky-enters-kyiv-1920,https://uploads6.wikiart.org/00318/images/oleksa-novakivskiy/oleksa-novakivsky-06.jpg,"[{'url': 'https://uploads6.wikiart.org/00318/images/oleksa-novakivskiy/oleksa-novakivsky-06.jpg', 'path': 'full/8bcb1a1f86b950e30fff7b75d66634b2a22f9434.jpg', 'checksum': 'ff0904f2e2017821493d8d2515e51a20', 'status': 'downloaded'}]"
Annunciation,Oleksa Novakivskyi,1931,https://uploads6.wikiart.org/00318/images/oleksa-novakivskiy/oleksa-novakivsky-19.jpg,Post-Impressionism; Art Nouveau (Modern),religious painting,,,,https://www.wikiart.org/en/oleksa-novakivskiy/annunciation-1931,https://uploads6.wikiart.org/00318/images/oleksa-novakivskiy/oleksa-novakivsky-19.jpg,"[{'url': 'https://uploads6.wikiart.org/00318/images/oleksa-novakivskiy/oleksa-novakivsky-19.jpg', 'path': 'full/36da7f060cd657fea99b92463d12c02df86775da.jpg', 'checksum': 'de0222d21453e6303c856dbe852f19b2', 'status': 'downloaded'}]"
Mermaid,Oleksa Novakivskyi,1930,https://uploads6.wikiart.org/00318/images/oleksa-novakivskiy/oleksa-novakivsky-12.jpg,Post-Impressionism; Art Nouveau (Modern),portrait,,,,https://www.wikiart.org/en/oleksa-novakivskiy/mermaid-1930,https://uploads6.wikiart.org/00318/images/oleksa-novakivskiy/oleksa-novakivsky-12.jpg,"[{'url': 'https://uploads6.wikiart.org/00318/images/oleksa-novakivskiy/oleksa-novakivsky-12.jpg', 'path': 'full/2f217d4d8e81ba7dd520311717cb3a98d69d67b4.jpg', 'checksum': 'a4b74a6079560c3aee870f90632e451c', 'status': 'downloaded'}]"
Digging at the vegetable garden,Oleksa Novakivskyi,,https://uploads8.wikiart.org/00292/images/oleksa-novakivskiy/art-lviv-online-oleksa-novakivskij-kopannia-gorodu-1920-1-1.jpg,Post-Impressionism,genre painting,oil,,,https://www.wikiart.org/en/oleksa-novakivskiy/kopannya-gorodu-1920,https://uploads8.wikiart.org/00292/images/oleksa-novakivskiy/art-lviv-online-oleksa-novakivskij-kopannia-gorodu-1920-1-1.jpg,"[{'url': 'https://uploads8.wikiart.org/00292/images/oleksa-novakivskiy/art-lviv-online-oleksa-novakivskij-kopannia-gorodu-1920-1-1.jpg', 'path': 'full/b2692383cbf6e4828c7f053882df66762e0d5703.jpg', 'checksum': '9a8a57078a1a99538b1160c88adbb445', 'status': 'downloaded'}]"
Evening Approaches,Oleksa Novakivskyi,1924,https://uploads6.wikiart.org/00318/images/oleksa-novakivskiy/oleksa-novakivsky-09.jpg,Post-Impressionism,landscape,,,,https://www.wikiart.org/en/oleksa-novakivskiy/evening-approaches-1924,https://uploads6.wikiart.org/00318/images/oleksa-novakivskiy/oleksa-novakivsky-09.jpg,"[{'url': 'https://uploads6.wikiart.org/00318/images/oleksa-novakivskiy/oleksa-novakivsky-09.jpg', 'path': 'full/0e8648cc7b4e22c53d06736d3e61f0d88ef7e507.jpg', 'checksum': '67adae42dbfd2b5939894ad9c6ba6157', 'status': 'downloaded'}]"
